"device"	"time_data"	"inst_pw_data"	"energy_data"
device_1	1573091392.5187266	15.278615
device_1	1573091402.5671344	14.959637
device_1	1573091412.6216266	14.955944
device_1	1573091422.6949809	14.931676
device_1	1573091432.7541473	14.928247
device_1	1573091442.8243206	15.027363
device_1	1573091452.9025378	15.636566
device_1	1573091462.9535162	14.974343
device_1	1573091473.019548	15.388018
device_1	1573091483.024857	16.034546
device_1	1573091493.0942836	16.055253
device_1	1573091503.154119	15.774656
device_1	1573091513.227467	16.12898
device_1	1573091523.2859564	15.594625
device_1	1573091533.3480532	14.97586
device_1	1573091543.402716	14.955285
device_1	1573091553.4426818	15.185566
device_1	1573091563.5045905	14.965177
device_1	1573091573.5409443	15.022747
device_1	1573091583.5943377	15.314028
"device"	"time_data"	"inst_pw_data"	"energy_data"
device_2	1573091393.0525212	717.50106
device_2	1573091403.1173306	717.678124
device_2	1573091413.185638	717.674167
device_2	1573091423.2495892	717.326107
device_2	1573091433.318487	718.223492
device_2	1573091443.3813312	718.580916
device_2	1573091453.44519	718.139543
device_2	1573091463.5060997	718.010224
device_2	1573091473.604474	718.425812
device_2	1573091483.6769392	717.873454
device_2	1573091493.7445517	717.374248
device_2	1573091503.8045976	717.613365
device_2	1573091513.8800342	717.98233
device_2	1573091523.9457288	717.449689
device_2	1573091533.9990454	717.836722
device_2	1573091544.0550802	717.790429
device_2	1573091554.0936952	718.317662
device_2	1573091564.1470306	718.115209
device_2	1573091574.1858363	718.042076
device_2	1573091584.2295322	718.879186
"device"	"time_data"	"inst_pw_data"	"energy_data"
device_1	1573091790.5234687	15.193677
device_1	1573091800.588552	15.905294
"device"	"time_data"	"inst_pw_data"	"energy_data"
device_2	1573091791.1761556	718.794381
device_2	1573091801.2430027	718.355778
"device"	"time_data"	"inst_pw_data"	"energy_data"
device_1	1573091790.5234687	15.193677
device_1	1573091800.588552	15.905294
device_1	1573091810.6556036	16.101415
device_1	1573091820.713114	15.575501
device_1	1573091830.7687926	16.162414
device_1	1573091840.8314457	15.741287
device_1	1573091850.8803544	15.006392
device_1	1573091860.9518454	16.069366
device_1	1573091870.994714	15.295695
device_1	1573091881.0585575	14.855246
device_1	1573091891.1121743	14.966627
device_1	1573091901.1801581	15.138943
device_1	1573091911.2421365	14.933259
device_1	1573091921.3154366	14.96333
device_1	1573091931.3751347	15.636566
device_1	1573091941.443647	16.192156
device_1	1573091951.4917986	15.346407
device_1	1573091961.5363693	16.03725
device_1	1573091971.5780776	16.125155
device_1	1573091981.664074	15.343373
device_1	1573091991.7228248	16.167558
device_1	1573092001.7762673	15.646128
device_1	1573092011.7868068	14.961022
device_1	1573092021.8357599	14.982191
device_1	1573092031.9177222	15.068645
device_1	1573092041.9988427	14.962869
device_1	1573092052.075951	15.007448
device_1	1573092062.1367533	15.270833
device_1	1573092072.17655	16.035206
device_1	1573092082.2152858	14.981861
device_1	1573092092.3083985	15.725329
device_1	1573092102.3838303	16.134388
device_1	1573092112.4343252	15.691762
device_1	1573092122.4865484	16.027424
device_1	1573092132.53661	15.877201
device_1	1573092142.5976171	15.100628
device_1	1573092152.652557	14.834209
device_1	1573092162.682686	14.913344
device_1	1573092172.7287114	14.814491
device_1	1573092182.7796288	14.908002
device_1	1573092192.8404784	14.948624
device_1	1573092202.9006612	15.633071
device_1	1573092212.9874372	14.87437
device_1	1573092223.0408452	15.32781
device_1	1573092233.0966253	16.027424
device_1	1573092243.155375	15.959962
device_1	1573092253.205299	15.765621
device_1	1573092263.252393	16.073256
device_1	1573092273.3108466	15.5329
device_1	1573092283.374413	14.86395
device_1	1573092293.4312718	14.893956
device_1	1573092303.4889007	15.01846
device_1	1573092313.5243783	14.859598
device_1	1573092323.600248	14.896264
device_1	1573092333.6414738	15.311983
device_1	1573092343.7050788	14.892175
device_1	1573092353.7487626	14.994588
device_1	1573092363.7957306	15.746167
"device"	"time_data"	"inst_pw_data"	"energy_data"
device_2	1573091791.1761556	718.794381
device_2	1573091801.2430027	718.355778
device_2	1573091811.3024385	717.73609
device_2	1573091821.3614426	718.165328
device_2	1573091831.4231071	718.982325
device_2	1573091841.4867806	718.682405
device_2	1573091851.5371542	718.779147
device_2	1573091861.5949235	719.621401
device_2	1573091871.6489995	719.293389
device_2	1573091881.7019124	719.141583
device_2	1573091891.7673514	718.018336
device_2	1573091901.8452623	717.455162
device_2	1573091911.8956103	716.681953
device_2	1573091921.9671266	716.251462
device_2	1573091932.0310464	716.330399
device_2	1573091942.0963826	0
device_2	1573091952.1429574	0
device_2	1573091962.180249	0
device_2	1573091972.2439065	0
device_2	1573091982.3151736	0
device_2	1573091992.3880026	0
device_2	1573092002.4792593	0
device_2	1573092012.539836	0
device_2	1573092022.5896497	0
device_2	1573092032.6671674	0
device_2	1573092042.7674603	0
device_2	1573092052.8274717	0
device_2	1573092062.8911896	0
device_2	1573092072.9216409	0
device_2	1573092082.979935	0
device_2	1573092093.0674453	0
device_2	1573092103.1272006	0
device_2	1573092113.1864524	0
device_2	1573092123.2363443	0
device_2	1573092133.2800949	0
device_2	1573092143.3501186	0
device_2	1573092153.3925767	0
device_2	1573092163.4265733	0
device_2	1573092173.475471	0
device_2	1573092183.537153	0
device_2	1573092193.5928135	0
device_2	1573092203.6928825	0
device_2	1573092213.7233827	0
device_2	1573092223.7936296	0
device_2	1573092233.8491924	0
device_2	1573092243.9072008	0
device_2	1573092253.9598186	0
device_2	1573092264.0118794	0
device_2	1573092274.0680048	0
device_2	1573092284.1261015	0
device_2	1573092294.1863315	0
device_2	1573092304.2257817	0
device_2	1573092314.2911253	0
device_2	1573092324.3445852	0
device_2	1573092334.3853707	0
device_2	1573092344.4583552	0
device_2	1573092354.4929006	0
device_2	1573092364.5508738	0
